0.0,0.0,0.35,1557487161594
0.0,0.0,0.35,1557487161594
0.0,0.0,0.35,1557487161662
0.0,0.0,0.35,1557487161746
0.0,0.0,0.35,1557487161802
0.0,0.0,0.35,1557487161949
0.0,0.0,0.35,1557487161949
0.0,0.0,0.35,1557487162005
0.0,0.0,0.35,1557487162280
0.0,0.0,0.35,1557487162346
0.0,0.0,0.35,1557487162416
0.0,0.0,0.38,1557487162484
0.0,0.0,0.38,1557487162552
0.0,0.0,0.35,1557487162621
0.0,0.0,0.35,1557487162690
0.0,0.0,0.35,1557487162757
0.0,0.0,0.35,1557487162826
0.0,0.0,0.35,1557487162897
0.0,0.0,0.35,1557487162963
0.0,0.0,0.35,1557487163031
0.0,0.0,0.35,1557487163101
0.0,0.0,0.35,1557487163167
0.0,0.0,0.35,1557487163235
0.0,0.0,0.35,1557487163374
0.0,0.0,0.35,1557487163442
0.0,0.0,0.35,1557487163645
0.0,0.0,0.35,1557487163783
0.0,0.0,0.35,1557487163853
0.0,0.0,0.35,1557487163921
0.0,0.0,0.35,1557487163988
0.0,0.0,0.35,1557487164056
0.0,0.0,0.35,1557487164124
0.0,0.0,0.35,1557487164193
0.0,0.0,0.35,1557487164261
0.0,0.0,0.35,1557487164331
0.0,0.0,0.35,1557487164397
0.0,0.0,0.35,1557487164467
0.0,0.0,0.35,1557487164534
0.0,0.0,0.35,1557487164603
0.0,0.0,0.35,1557487164671
0.0,0.0,0.35,1557487165154
0.0,0.0,0.35,1557487165218
0.0,0.0,0.35,1557487165287
0.0,0.0,0.35,1557487165355
0.0,0.0,0.35,1557487165426
0.0,0.0,0.35,1557487165493
0.0,0.0,0.35,1557487165559
0.0,0.0,0.35,1557487165629
0.0,0.0,0.35,1557487165696
0.0,0.0,0.35,1557487165765
0.0,0.0,0.35,1557487165836
0.0,0.0,0.35,1557487165903
0.0,0.0,0.35,1557487165971
0.0,0.0,0.35,1557487166041
0.0,0.0,0.35,1557487166110
0.0,0.0,0.35,1557487166176
0.0,0.0,0.35,1557487166244
0.0,0.0,0.35,1557487166312
0.0,0.0,0.35,1557487166380
0.0,0.0,0.35,1557487166449
0.0,0.0,0.35,1557487166517
0.0,0.0,0.35,1557487166585
0.0,0.0,0.35,1557487166653
0.0,0.0,0.35,1557487166746
0.0,0.0,0.35,1557487166835
0.0,0.0,0.35,1557487166860
0.0,0.0,0.35,1557487166929
0.0,0.0,0.35,1557487167070
0.0,0.0,0.35,1557487167071
0.0,0.0,0.35,1557487167133
0.0,0.0,0.35,1557487167201
