0.0,0.0,0.27,1557486559666
0.0,0.0,0.27,1557486559737
0.0,0.0,0.27,1557486559871
0.0,0.0,0.27,1557486559939
0.0,0.0,0.27,1557486560007
0.0,0.0,0.27,1557486560075
0.0,0.0,0.27,1557486560144
0.0,0.0,0.27,1557486560212
0.0,0.0,0.27,1557486560281
0.0,0.0,0.27,1557486560348
0.0,0.0,0.27,1557486560417
0.0,0.0,0.27,1557486560489
0.0,0.0,0.27,1557486560556
0.0,0.0,0.27,1557486560624
0.0,0.0,0.27,1557486560692
0.0,0.0,0.27,1557486560760
0.0,0.0,0.27,1557486560828
0.0,0.0,0.27,1557486560898
0.0,0.0,0.27,1557486560965
0.0,0.0,0.27,1557486561033
0.0,0.0,0.27,1557486561101
0.0,0.0,0.27,1557486561172
0.0,0.0,0.27,1557486561237
0.0,0.0,0.27,1557486561306
0.0,0.0,0.27,1557486561374
0.0,0.0,0.27,1557486561442
0.0,0.0,0.27,1557486561512
0.0,0.0,0.27,1557486561581
0.0,0.0,0.27,1557486561649
0.0,0.0,0.27,1557486561741
0.0,0.0,0.27,1557486561790
0.0,0.0,0.27,1557486561857
0.0,0.0,0.27,1557486561922
0.0,0.0,0.27,1557486561991
0.0,0.0,0.27,1557486562059
0.0,0.0,0.27,1557486562127
0.0,0.0,0.27,1557486562269
0.0,0.0,0.27,1557486562272
0.0,0.0,0.27,1557486562331
0.0,0.0,0.27,1557486562399
0.0,0.0,0.27,1557486562468
0.0,0.0,0.27,1557486562744
0.0,0.0,0.27,1557486562811
0.0,0.0,0.27,1557486562879
0.0,0.0,0.27,1557486562947
0.0,0.0,0.27,1557486563016
0.0,0.0,0.27,1557486563084
0.0,0.0,0.27,1557486563152
0.0,0.0,0.27,1557486563290
0.0,0.0,0.27,1557486563357
0.0,0.0,0.27,1557486563427
0.0,0.0,0.27,1557486563497
0.0,0.0,0.27,1557486563569
0.0,0.0,0.27,1557486563632
0.0,0.0,0.27,1557486563702
0.0,0.0,0.27,1557486563769
0.0,0.0,0.27,1557486563838
0.0,0.0,0.27,1557486563906
0.0,0.0,0.27,1557486563974
0.0,0.0,0.27,1557486564041
0.0,0.0,0.27,1557486564118
0.0,0.0,0.27,1557486564180
0.0,0.0,0.27,1557486564246
0.0,0.0,0.27,1557486564382
0.0,0.0,0.27,1557486564451
0.0,0.0,0.27,1557486564589
0.0,0.0,0.27,1557486564727
0.0,0.0,0.27,1557486564793
0.0,0.0,0.27,1557486564861
0.0,0.0,0.27,1557486564931
0.0,0.0,0.27,1557486564998
0.0,0.0,0.27,1557486565068
0.0,0.0,0.27,1557486565138
0.0,0.0,0.27,1557486565205
0.0,0.0,0.27,1557486565476
0.0,0.0,0.27,1557486565546
0.0,0.0,0.27,1557486565614
0.0,0.0,0.3,1557486565683
0.0,0.0,0.3,1557486565821
0.0,0.0,0.3,1557486565893
0.0,0.0,0.3,1557486565956
0.0,0.0,0.3,1557486566029
0.0,0.0,0.3,1557486566093
0.0,0.0,0.3,1557486566160
0.0,0.0,0.3,1557486566229
0.0,0.0,0.3,1557486566365
0.0,0.0,0.3,1557486566503
0.0,0.0,0.3,1557486566742
0.0,0.0,0.3,1557486566833
0.0,0.0,0.3,1557486566846
0.0,0.0,0.3,1557486566916
0.0,0.0,0.3,1557486567056
0.0,0.0,0.3,1557486567118
0.0,0.0,0.3,1557486567186
0.0,0.0,0.3,1557486567292
0.0,0.0,0.3,1557486567323
0.0,0.0,0.3,1557486567391
0.0,0.0,0.3,1557486567459
0.0,0.0,0.32,1557486567528
0.0,0.0,0.32,1557486567597
0.0,0.0,0.32,1557486567666
0.0,0.0,0.32,1557486567736
0.0,0.0,0.32,1557486567801
0.0,0.0,0.32,1557486568211
0.0,0.0,0.32,1557486568280
0.0,0.0,0.32,1557486568348
0.0,0.0,0.32,1557486568416
0.0,0.0,0.32,1557486568485
0.0,0.0,0.32,1557486568623
0.0,0.0,0.32,1557486568691
0.0,0.0,0.32,1557486568759
0.0,0.0,0.32,1557486568829
0.0,0.0,0.35,1557486568896
0.0,0.0,0.35,1557486568964
0.0,0.0,0.35,1557486569032
0.0,0.0,0.35,1557486569100
0.0,0.0,0.35,1557486569169
0.0,0.0,0.35,1557486569238
0.0,0.0,0.35,1557486569305
0.0,0.0,0.35,1557486569580
0.0,0.0,0.35,1557486569648
0.0,0.0,0.35,1557486569787
0.0,0.0,0.35,1557486569853
0.0,0.0,0.35,1557486569921
0.0,0.0,0.35,1557486569989
0.0,0.0,0.35,1557486570057
0.0,0.0,0.35,1557486570125
0.0,0.0,0.35,1557486570194
0.0,0.0,0.35,1557486570262
0.0,0.0,0.38,1557486570399
0.0,0.0,0.38,1557486570467
0.0,0.0,0.38,1557486570539
0.0,0.0,0.38,1557486570605
0.0,0.0,0.38,1557486570743
0.0,0.0,0.38,1557486570810
0.0,0.0,0.38,1557486570878
0.0,0.0,0.38,1557486570946
0.0,0.0,0.38,1557486571015
0.0,0.0,0.38,1557486571083
0.0,0.0,0.38,1557486571219
0.0,0.0,0.38,1557486571289
0.0,0.0,0.41,1557486571357
0.0,0.0,0.41,1557486571424
0.0,0.0,0.41,1557486571494
0.0,0.0,0.41,1557486571562
0.0,0.0,0.41,1557486571631
0.0,0.0,0.41,1557486571743
0.0,0.0,0.41,1557486571769
0.0,0.0,0.41,1557486571863
0.0,0.0,0.41,1557486571904
0.0,0.0,0.41,1557486571972
0.0,0.0,0.38,1557486572042
0.0,0.0,0.41,1557486572109
0.0,0.0,0.41,1557486572176
0.0,0.0,0.41,1557486572268
0.0,0.0,0.41,1557486572313
0.0,0.0,0.41,1557486572451
0.0,0.0,0.41,1557486572519
0.0,0.0,0.41,1557486572656
0.0,0.0,0.41,1557486572725
0.0,0.0,0.41,1557486572792
0.0,0.0,0.41,1557486572863
0.0,0.0,0.41,1557486572929
0.0,0.0,0.41,1557486572998
0.0,0.0,0.41,1557486573078
0.0,0.0,0.41,1557486573134
0.0,0.0,0.41,1557486573202
0.0,0.0,0.41,1557486573270
