Layer 1
Velocity0.033m/ns
Trace Nr, Depth  m
1755,0.729

1765,0.729

1792,0.735

1801,0.735

1806,0.735

1815,0.735

1819,0.735

1824,0.735

1833,0.737

1847,0.737

1856,0.737

1870,0.737

1874,0.737

1888,0.743

1892,0.743

1897,0.743

1906,0.743

1915,0.745

1920,0.745

1929,0.745

1933,0.751

1938,0.751

1947,0.751

1952,0.751

1961,0.751

1965,0.751

1975,0.751

1979,0.751

1984,0.753

1993,0.753

1997,0.753

2006,0.755

2011,0.755

2016,0.755

2020,0.757

2029,0.757

2038,0.757

2043,0.757

2048,0.757

2066,0.757

2075,0.760

2093,0.768

2102,0.768

2111,0.768

2116,0.768

2125,0.768

2130,0.768

2139,0.768

2143,0.768

2152,0.768

2162,0.768

2166,0.768

2171,0.768

2175,0.768

2189,0.766

2194,0.766

2203,0.762

2207,0.762

2221,0.757

2226,0.757

2235,0.755

2239,0.755

2244,0.755

2248,0.753

2257,0.751

2267,0.751

2271,0.751

2276,0.751

2280,0.751

2285,0.751

2289,0.751

2299,0.751

2303,0.745

2312,0.745

2321,0.745

2330,0.745

2335,0.745

2340,0.745

2344,0.745

2349,0.745

2353,0.745

2358,0.745

2362,0.745

2372,0.745

2376,0.745

2381,0.745

2390,0.745

2399,0.745

2403,0.745

2417,0.745

2422,0.745

2426,0.745

2431,0.745

2440,0.745

2445,0.743

2449,0.743

2454,0.743

2458,0.743

2472,0.743

2477,0.743

2481,0.743

2490,0.743

2495,0.739

2501,0.741

2504,0.739

2522,0.739

2536,0.739

2545,0.739

2554,0.737

2559,0.735

2572,0.735

2581,0.735

2595,0.735

2600,0.735

2609,0.735

2618,0.735

2623,0.735

2632,0.735

2650,0.735

2654,0.735

2668,0.735

2673,0.735

2686,0.735

2696,0.735

2700,0.735

2709,0.735

2718,0.735

2727,0.735

2732,0.731

2737,0.731

2750,0.731

2755,0.731

2764,0.729

2769,0.729

2778,0.729

2796,0.727

2801,0.727

2814,0.727

2823,0.727

2837,0.724

2851,0.722

2860,0.722

2883,0.720

2892,0.720

2896,0.720

2910,0.720

2915,0.718

2924,0.718

2933,0.718

2942,0.714

2947,0.712

2956,0.712

2965,0.710

2969,0.708

2983,0.708

2988,0.708

2992,0.708

3006,0.708

3010,0.708

3015,0.706

3024,0.706

3038,0.704

3047,0.700

3061,0.700

3065,0.700

3070,0.700

3079,0.696

3088,0.696

3093,0.693

3102,0.693

3111,0.691

3125,0.691

3129,0.691

3138,0.691

3156,0.687

3161,0.687

3166,0.687

3175,0.687

3179,0.683

3193,0.679

3202,0.677

3207,0.677

3225,0.667

3234,0.663

3239,0.663

3248,0.660

3252,0.660

3257,0.660

3271,0.656

3275,0.652

3284,0.652

3303,0.644

3307,0.644

3312,0.644

3321,0.642

3330,0.636

3334,0.636

3339,0.634

3357,0.629

3362,0.627

3371,0.625

3380,0.619

3394,0.619

3398,0.617

3412,0.615

3417,0.613

3426,0.611

3444,0.603

3449,0.603

3462,0.601

3467,0.596

3480,0.596

3494,0.594

3499,0.588

3503,0.588

3508,0.586

3517,0.584

3522,0.584

