Layer 1
Velocity0.033m/ns
Trace Nr,Amplitude , Depth  m
1,2656,0.683

2,2435,0.683

3,1328,0.683

4,-2688,0.683

5,5945,0.683

6,2245,0.683

7,-1265,0.683

8,2119,0.683

9,5660,0.683

10,-1771,0.683

11,8317,0.683

12,-696,0.683

13,3763,0.683

14,8475,0.683

15,-2277,0.683

16,3415,0.683

17,2467,0.683

18,-885,0.683

19,822,0.683

20,7273,0.683

21,3890,0.683

22,3637,0.683

23,632,0.683

24,10151,0.683

25,759,0.683

26,9392,0.683

27,-1075,0.683

28,5344,0.683

29,3067,0.683

30,4649,0.683

31,-1455,0.683

32,5407,0.683

33,-2087,0.683

34,6293,0.683

35,2625,0.683

36,2530,0.683

37,-2245,0.683

38,-759,0.683

39,4459,0.683

40,2277,0.683

41,1202,0.683

42,2498,0.683

43,5850,0.683

44,5218,0.683

45,3890,0.683

46,-1613,0.683

47,5692,0.683

48,4016,0.683

49,3890,0.683

50,4649,0.683

51,5977,0.683

52,1265,0.683

53,3890,0.683

54,2182,0.683

55,-2087,0.683

56,6166,0.683

57,1012,0.683

58,5407,0.683

59,5629,0.683

60,4775,0.683

61,2625,0.683

62,5376,0.683

63,3067,0.683

64,5977,0.683

65,-316,0.683

66,-2372,0.683

67,10024,0.683

68,3067,0.683

69,7147,0.683

70,-285,0.683

71,1486,0.683

72,7495,0.683

73,2372,0.683

74,3700,0.683

75,4965,0.683

76,-1992,0.683

77,5218,0.683

78,-949,0.683

79,-2340,0.683

80,3953,0.683

81,1328,0.683

82,3542,0.683

83,2245,0.683

84,3858,0.683

85,2783,0.683

86,4016,0.683

87,7084,0.683

88,5629,0.683

89,6008,0.683

90,1897,0.683

91,5502,0.683

92,2751,0.683

93,6894,0.683

94,-791,0.683

95,4301,0.683

96,4870,0.683

97,2498,0.683

98,5186,0.683

99,5376,0.683

100,4427,0.683

101,2814,0.684

102,4996,0.684

103,-126,0.684

104,3637,0.684

105,-2403,0.684

106,822,0.684

107,5913,0.684

108,-1138,0.684

109,2372,0.684

110,-791,0.684

111,2403,0.684

112,3131,0.684

113,-348,0.684

114,-2625,0.684

115,3415,0.684

116,3890,0.684

117,8918,0.684

118,917,0.684

119,3763,0.684

120,6325,0.684

121,3226,0.684

122,7495,0.684

123,2909,0.684

124,3289,0.684

125,3890,0.684

126,5660,0.684

127,3131,0.684

128,2593,0.684

129,2973,0.684

130,-2561,0.684

131,3858,0.684

132,2119,0.684

133,5471,0.684

134,2403,0.684

135,8633,0.684

136,7779,0.684

137,6135,0.684

138,-917,0.684

139,6166,0.684

140,-1044,0.684

141,632,0.684

142,1265,0.684

143,1075,0.684

144,3795,0.684

145,4933,0.684

146,538,0.684

147,6261,0.684

148,2214,0.684

149,3352,0.684

150,2182,0.684

151,3226,0.684

152,3352,0.684

153,2530,0.684

154,2846,0.684

155,2087,0.684

156,-3320,0.684

157,5945,0.684

158,3542,0.684

159,4870,0.684

160,4459,0.684

161,5660,0.684

162,3826,0.684

163,-1961,0.684

164,6040,0.684

165,-2625,0.684

166,-1265,0.684

167,2182,0.684

168,4965,0.684

169,-980,0.684

170,7400,0.684

171,1391,0.684

172,3257,0.684

173,4807,0.684

174,1012,0.684

175,3826,0.684

176,1360,0.684

177,4048,0.684

178,1170,0.684

179,2814,0.684

180,5977,0.684

181,1423,0.684

182,5629,0.684

183,-2403,0.684

184,1202,0.684

185,4206,0.684

186,-1455,0.684

187,3890,0.684

188,2973,0.684

189,2308,0.684

190,1170,0.684

191,2561,0.684

192,3763,0.684

193,885,0.684

194,4933,0.684

195,6008,0.684

196,2878,0.684

197,2720,0.684

198,4870,0.684

199,10119,0.684

200,-791,0.684

201,6957,0.684

202,2530,0.684

203,3890,0.684

204,-791,0.684

205,4712,0.684

206,3858,0.684

207,190,0.684

208,3731,0.684

209,63,0.684

210,4965,0.684

211,4332,0.684

212,7084,0.684

213,7210,0.684

214,-2245,0.684

215,6166,0.684

216,1423,0.684

217,6261,0.684

218,4301,0.684

219,6198,0.684

220,3131,0.684

221,5566,0.684

222,9993,0.684

223,1423,0.684

224,3795,0.684

225,4870,0.684

226,4143,0.684

227,-2277,0.684

228,4396,0.684

229,-95,0.684

230,3542,0.684

231,5629,0.684

232,7748,0.684

233,-2277,0.684

234,-2372,0.684

235,6894,0.684

236,2403,0.684

237,1423,0.684

238,5913,0.684

239,5629,0.684

240,-2372,0.684

241,6799,0.684

242,3953,0.684

243,2308,0.684

244,727,0.684

245,3099,0.684

246,-1265,0.684

247,2277,0.684

248,538,0.684

249,6135,0.684

250,-4269,0.684

251,3415,0.684

252,5755,0.684

253,-1929,0.684

254,3131,0.684

255,2435,0.684

256,5123,0.684

257,4554,0.684

258,3890,0.684

259,2973,0.684

260,5344,0.684

261,1455,0.684

262,-2435,0.684

263,3605,0.684

264,-2720,0.684

265,-2625,0.684

266,6103,0.684

267,980,0.684

268,7906,0.684

269,5091,0.684

270,-1297,0.684

271,3542,0.684

272,4807,0.684

273,1929,0.684

274,3953,0.684

275,3921,0.684

276,2372,0.684

277,7589,0.684

278,4237,0.684

279,3099,0.684

280,5155,0.684

281,-2435,0.684

282,6293,0.684

283,7178,0.684

284,1297,0.684

285,2087,0.684

286,5566,0.684

287,4554,0.684
