Layer 1
Velocity0.033m/ns
Trace Nr,Amplitude , Depth  m
1,-5123,0.724

2,7210,0.724

3,4427,0.724

4,-95,0.724

5,5376,0.724

6,5249,0.724

7,2720,0.724

8,3573,0.724

9,1834,0.724

10,4490,0.724

11,1644,0.724

12,8665,0.724

13,-316,0.724

14,5882,0.724

15,6008,0.724

16,7716,0.724

17,3415,0.724

18,5882,0.724

19,4807,0.724

20,5913,0.724

21,4807,0.724

22,5819,0.724

23,6894,0.724

24,4585,0.724

25,10088,0.724

26,2814,0.724

27,6894,0.724

28,5376,0.724

29,2688,0.724

30,5344,0.724

31,2973,0.724

32,5502,0.724

33,2245,0.724

34,1644,0.724

35,4775,0.724

36,443,0.724

37,-3352,0.724

38,4459,0.724

39,-6103,0.724

40,4617,0.724

41,3573,0.724

42,6008,0.724

43,-2150,0.724

44,1992,0.724

45,1518,0.724

46,3131,0.724

47,4269,0.724

48,3194,0.724

49,-3226,0.724

50,5028,0.724

51,1644,0.724

52,-949,0.724

53,1170,0.724

54,7589,0.724

55,1265,0.724

56,3510,0.724

57,6198,0.724

58,-2878,0.724

59,2909,0.724

60,2087,0.724

61,6356,0.724

62,0,0.724

63,7147,0.724

64,5249,0.724

65,8222,0.724

66,-2909,0.724

67,5186,0.724

68,4965,0.724

69,2277,0.724

70,5249,0.724

71,11163,0.724

72,2119,0.724

73,3510,0.724

74,-1897,0.724

75,6198,0.724

76,2024,0.724

77,-158,0.724

78,7748,0.724

79,3605,0.724

80,1644,0.724

81,1328,0.724

82,6831,0.724

83,4427,0.724

84,4396,0.724

85,4585,0.724

86,2656,0.724

87,2245,0.724

88,-696,0.724

89,5945,0.724

90,3700,0.724

91,1265,0.724

92,-2656,0.724

93,7779,0.724

94,-2814,0.724

95,4712,0.724

96,3731,0.724

97,1834,0.724

98,2593,0.724

99,2909,0.724

100,2024,0.724

101,3131,0.724

102,1834,0.724

103,-190,0.724

104,3668,0.724

105,-2530,0.724

106,2182,0.724

107,7842,0.724

108,4870,0.724

109,5155,0.724

110,664,0.724

111,2688,0.724

112,3573,0.724

113,2909,0.724

114,2403,0.724

115,348,0.724

116,3795,0.724

117,-822,0.724

118,2182,0.724

119,11700,0.724

120,10024,0.724

121,3953,0.724

122,-2498,0.724

123,5913,0.724

124,-2150,0.724

125,-2720,0.724

126,7305,0.724

127,885,0.724

128,7621,0.724

129,4680,0.724

130,-2720,0.724

131,7653,0.724

132,0,0.724

133,1233,0.724

134,1834,0.724

135,3131,0.724

136,8254,0.724

137,11732,0.724

138,2846,0.724

139,5850,0.724

140,4427,0.724

141,1866,0.724

142,2467,0.724

143,2150,0.724

144,7779,0.724

145,6831,0.724

146,-285,0.724

147,791,0.724

148,474,0.724

149,822,0.724

150,0,0.724

151,3700,0.724

152,3099,0.724

153,3542,0.724

154,-1138,0.724

155,3542,0.724

156,4490,0.724

