Layer 1
Velocity0.033m/ns
Trace Nr,Amplitude , Depth  m
4,4712,0.805

5,1866,0.805

6,4396,0.806

7,-1233,0.806

8,696,0.806

9,-1644,0.807

10,-1644,0.807

11,-7748,0.808

12,-7716,0.808

13,-9107,0.808

14,-4838,0.809

15,-2656,0.809

16,63,0.809

17,-2277,0.810

18,253,0.810

19,-285,0.811

20,-63,0.811

21,-1391,0.811

22,-4680,0.812

23,506,0.812

24,2720,0.812

25,5249,0.813

26,4522,0.813

27,1138,0.814

28,4364,0.814

29,2751,0.814

30,3162,0.815

31,3036,0.815

32,2909,0.816

33,1170,0.816

34,3352,0.816

35,4269,0.817

36,4996,0.817

37,4332,0.817

38,4269,0.818

39,4364,0.818

40,3004,0.819

41,-443,0.819

42,-1107,0.819

43,1265,0.820

44,-2878,0.820

45,727,0.820

46,-2024,0.821

47,-5155,0.821

48,-3067,0.822

49,727,0.822

50,-2087,0.822

51,-95,0.823

52,-2973,0.823

53,-5566,0.823

54,727,0.824

55,-1486,0.824

56,285,0.825

57,1265,0.825

58,4490,0.825

59,4364,0.826

60,5407,0.826

61,6419,0.826

62,601,0.827

63,-3573,0.827

64,-3289,0.828

65,3858,0.828

66,1834,0.828

67,2308,0.829

68,443,0.829

69,-3226,0.830

70,-4933,0.830

71,-1802,0.830

72,-2119,0.831

73,-3257,0.831

74,3162,0.831

75,3004,0.832

76,474,0.832

77,-3131,0.833

78,-6514,0.833

79,-6672,0.833

80,-253,0.834

81,4743,0.834

82,2024,0.834

83,3320,0.835

84,2055,0.835

85,-474,0.836

86,95,0.836

87,-4996,0.836

88,-632,0.837

89,4364,0.837

90,5313,0.837

91,-917,0.838

92,-1992,0.838

93,-3605,0.839

94,538,0.839

95,3131,0.839

96,3479,0.840

97,4680,0.840

98,3637,0.840

99,1360,0.841

100,-1328,0.841

101,-2182,0.842

102,95,0.842

103,5281,0.842

104,4206,0.843

105,-917,0.843

106,1708,0.843

107,-348,0.844

108,1581,0.844

109,-2720,0.845

110,-1739,0.845

111,696,0.845

112,158,0.846

113,5313,0.846

114,5566,0.847

115,1170,0.847

116,1202,0.847

117,1170,0.848

118,2403,0.848

119,2593,0.848

120,-2688,0.849

121,-4301,0.849

122,-2593,0.850

123,-4206,0.850

124,-6261,0.850

125,1012,0.851

126,5534,0.851

127,3668,0.851

128,1550,0.852

129,3004,0.852

130,2783,0.853

131,3162,0.853

132,2973,0.853

133,3763,0.854

134,2087,0.854

135,4902,0.854

136,2119,0.855

137,6672,0.855

138,6008,0.856

139,3320,0.856

140,1929,0.856

141,1328,0.857

142,-1265,0.857

143,1613,0.857

144,-2403,0.858

145,-3289,0.858

146,-2625,0.859

147,-6799,0.859

148,-3668,0.859

149,2245,0.860

150,1897,0.860

151,2150,0.861

152,2372,0.861

153,-1138,0.861

154,443,0.862

155,1961,0.862

156,4680,0.862

157,1170,0.863

158,3320,0.863

159,2182,0.864

160,1044,0.864

161,4427,0.864

162,1771,0.865

163,1107,0.865

164,1328,0.865

165,-1202,0.866

166,-2467,0.866

167,-2625,0.867

168,-2435,0.867

169,-3731,0.867

170,538,0.868

171,-158,0.868

172,791,0.868

173,4332,0.869

174,1360,0.869

175,-949,0.870

176,-1423,0.870

177,-190,0.870

178,-2372,0.871

179,4965,0.871

180,2150,0.871

181,316,0.872

182,1423,0.872

183,-885,0.873

184,-1834,0.873

185,1992,0.873

186,-3542,0.874

187,-4427,0.874

188,285,0.874

189,2720,0.875

190,5186,0.875

191,4364,0.876

192,-158,0.876

193,-2878,0.876

194,-2530,0.877

195,-2878,0.877

196,-7526,0.878

197,-7368,0.878

198,-1550,0.878

199,-6831,0.879

200,-6925,0.879

201,-2214,0.879

202,158,0.880

203,2814,0.880

204,3162,0.881

205,4522,0.881

206,1107,0.881

207,1328,0.882

208,3384,0.882

209,2087,0.882

210,4269,0.883

211,4522,0.883

212,6799,0.884

213,2087,0.884

214,2024,0.884

215,1391,0.885

216,1581,0.885

217,-2751,0.885

218,-2467,0.886

219,-1550,0.886

220,126,0.887

221,4332,0.887

222,-2530,0.887

223,2277,0.888

224,2024,0.888

225,2150,0.888

226,-2783,0.889

227,-2909,0.889

228,-2909,0.890

229,443,0.890

230,-949,0.890

231,2498,0.891

232,6799,0.891

233,5724,0.892

234,5439,0.892

235,5629,0.892

236,5819,0.893

237,2941,0.893

238,4364,0.893

239,1138,0.894

240,1233,0.894

241,-4490,0.895

242,-190,0.895

243,-2467,0.895

244,-1739,0.896

245,-2435,0.896

246,126,0.896

247,2720,0.897

248,5819,0.897

249,1202,0.898

250,5060,0.898

251,2593,0.898

252,1075,0.899

253,-2277,0.899

254,-2150,0.899

255,-2435,0.900

256,4838,0.900

257,4838,0.901

258,-3162,0.901

259,-3036,0.901

260,-5249,0.902

261,2751,0.902

262,4933,0.902

263,3352,0.903

264,411,0.903

265,3162,0.904

266,3257,0.904

267,601,0.904

268,5534,0.905

269,3479,0.905

270,3479,0.905

271,2214,0.906

272,4459,0.906

273,1644,0.907

274,-158,0.907

275,2941,0.907

276,-2435,0.908

277,-4554,0.908

278,-1897,0.909

279,221,0.909

280,2340,0.909

281,379,0.910

282,3858,0.910

283,-980,0.910

284,411,0.911

285,-4364,0.911

286,-6546,0.912

287,-4649,0.912

288,-4269,0.912

289,-4143,0.913

290,5660,0.913

291,4902,0.913

292,1202,0.914

293,1834,0.914

294,-4807,0.915

295,-5091,0.915

296,-5123,0.915

297,-4585,0.916

298,316,0.916

299,1897,0.916

300,3510,0.917

301,4427,0.917

302,2308,0.918

303,-2308,0.918

304,1360,0.918

305,-5091,0.919

306,-2119,0.919

307,-3384,0.919

308,-2214,0.920

309,3036,0.920

310,5186,0.921

311,5755,0.921

312,4427,0.921

313,-1771,0.922

314,-1771,0.922

315,-7558,0.923

316,-791,0.923

317,-5091,0.923

318,-4396,0.924

319,-3605,0.924

320,-1771,0.924

321,379,0.925

322,2814,0.925

323,2973,0.926

324,3668,0.926

325,2688,0.926

326,-5407,0.927

327,-5597,0.927

328,2055,0.927

329,4269,0.928

330,4301,0.928

331,158,0.929

332,5376,0.929

333,7653,0.929

334,5534,0.930

335,-32,0.930

336,-4490,0.930

337,-2878,0.931

338,-1834,0.931

339,3542,0.932

340,95,0.932

341,6451,0.932

342,4617,0.933

343,2688,0.933

344,-2340,0.933

345,-6040,0.934

346,-3479,0.934

347,-5186,0.935

348,-949,0.935

349,2941,0.935

350,1708,0.936

351,4996,0.936

352,-474,0.936

353,-4712,0.937

354,-4649,0.937

355,-4364,0.938

356,569,0.938

357,2530,0.938

358,-980,0.939

359,4332,0.939

360,-32,0.940

361,-7526,0.940

362,-6925,0.940

363,-7495,0.941

364,-3226,0.941

365,-3289,0.941

366,-2245,0.942

367,3479,0.942

368,1265,0.943

369,1138,0.943

370,-4332,0.943

371,-1202,0.944

372,-4396,0.944

373,-5850,0.944

374,-1044,0.945

375,-2625,0.945

376,-7558,0.946

377,63,0.946

378,2783,0.946

379,3226,0.947

380,1739,0.947

381,1075,0.947

382,1992,0.948

383,443,0.948

384,-917,0.949

385,-4933,0.949

386,-4649,0.949

387,2973,0.950

388,1992,0.950

389,6008,0.950

390,6072,0.951

391,6293,0.951

392,632,0.952

393,-3004,0.952

394,-4996,0.952

395,-2245,0.953

396,-2277,0.953

397,4301,0.954

398,4111,0.954

399,3479,0.954

400,1708,0.955

401,1834,0.955

402,-1170,0.955

403,1391,0.956

404,-3289,0.956

405,-5281,0.957

406,-6135,0.957

407,5692,0.957

408,0,0.958

409,4301,0.958

410,4237,0.958

