Layer 1
Velocity0.033m/ns
Trace Nr,Amplitude , Depth  m
1,2810,0.656

2,2990,0.656

3,4790,0.656

4,2620,0.656

5,1680,0.656

6,580,0.656

7,2700,0.656

8,3090,0.656

9,4510,0.656

10,2320,0.656

11,1330,0.656

12,1690,0.656

13,1250,0.656

14,2000,0.656

15,3800,0.656

16,2390,0.656

17,1330,0.656

18,850,0.656

19,2060,0.656

20,2970,0.656

21,3020,0.656

22,3690,0.656

23,5050,0.656

24,1040,0.656

25,1260,0.656

26,1980,0.656

27,1250,0.656

28,2010,0.656

29,3120,0.656

30,3080,0.656

31,2730,0.656

32,2620,0.656

33,1390,0.656

34,340,0.656

35,590,0.656

36,2210,0.656

37,2840,0.656

38,2920,0.656

39,3060,0.656

40,4460,0.656

41,3370,0.656

42,3310,0.656

43,4430,0.656

44,4080,0.656

45,2620,0.656

46,1660,0.656

47,2690,0.656

48,1270,0.656

49,810,0.656

50,580,0.656

51,1380,0.656

52,2650,0.656

53,3000,0.656

54,2810,0.656

55,2640,0.656

56,4430,0.656

57,4070,0.656

58,1430,0.656

59,1250,0.656

60,1190,0.656

61,1370,0.656

62,2950,0.656

63,2990,0.656

64,3080,0.656

65,3190,0.656

66,4030,0.656

67,3350,0.656

68,2670,0.656

69,2960,0.656

70,3030,0.656

71,4480,0.656

72,4530,0.656

73,3810,0.656

74,2680,0.656

75,2690,0.656

76,4430,0.656

77,3460,0.656

78,2720,0.656

79,3520,0.656

80,2740,0.656

81,1280,0.656

82,1710,0.656

83,2130,0.656

84,620,0.656

85,2730,0.656

86,4400,0.656

87,2270,0.656

88,1240,0.656

89,2050,0.656

90,1150,0.656

91,1450,0.656

92,2490,0.656

93,3080,0.656

94,3410,0.656

95,1310,0.656

96,1430,0.656

97,1950,0.656

98,4160,0.656

99,2400,0.656

100,1960,0.656

101,1300,0.656

102,2870,0.656

103,3020,0.656

104,3720,0.656

105,620,0.656

106,2090,0.656

107,1320,0.656

108,1900,0.656

109,2720,0.656

110,1960,0.656

111,1680,0.656

112,-420,0.656

113,1300,0.656

114,2000,0.656

