Layer 1
Velocity0.033m/ns
Trace Nr,Amplitude , Depth  m
1,6625,0.708

2,6312,0.708

3,6141,0.708

4,5559,0.708

5,5518,0.708

6,5923,0.708

7,6413,0.708

8,7001,0.708

9,6141,0.708

10,5812,0.708

11,5705,0.708

12,6094,0.707

13,6416,0.707

14,6524,0.707

15,6024,0.707

16,5749,0.707

17,6508,0.707

18,6739,0.707

19,5923,0.707

20,5841,0.707

21,6021,0.707

22,6325,0.707

23,6745,0.707

24,6777,0.707

25,6245,0.707

26,6157,0.707

27,6125,0.707

28,6448,0.707

29,6796,0.707

30,7014,0.707

31,6195,0.707

32,5626,0.707

33,5989,0.707

34,6220,0.707

35,6587,0.707

36,7033,0.707

37,6906,0.707

38,6467,0.707

39,5679,0.707

40,6198,0.706

41,6492,0.706

42,7251,0.706

43,6511,0.706

44,6068,0.706

45,6018,0.706

46,6100,0.706

47,6008,0.706

48,6245,0.706

49,6957,0.706

50,6963,0.706

51,6426,0.706

52,5562,0.706

53,5670,0.706

54,6410,0.706

55,6593,0.706

56,6796,0.706

57,7431,0.706

58,7687,0.706

59,6751,0.706

60,6495,0.706

61,5831,0.706

62,6739,0.706

63,7036,0.706

64,6805,0.706

65,6204,0.706

66,5815,0.706

67,5673,0.706

68,5777,0.705

69,5455,0.705

70,6350,0.705

71,6498,0.705

72,6163,0.705

73,5433,0.705

74,5509,0.705

75,5414,0.705

76,5692,0.705

77,6015,0.705

78,6340,0.705

79,6059,0.705

80,5910,0.705

81,6195,0.705

82,6331,0.705

83,5351,0.705

84,5566,0.705

85,5948,0.705

86,6195,0.705

87,5411,0.705

88,5268,0.705

89,5752,0.705

90,5515,0.705

91,5189,0.705

92,5069,0.705

93,5180,0.705

94,5613,0.705

95,5670,0.705

96,5664,0.704

97,5910,0.704

98,6347,0.704

99,5287,0.704

100,5322,0.704

101,4702,0.704

102,5414,0.704

103,5736,0.704

104,5569,0.704

105,6325,0.704

106,5872,0.704

107,6245,0.704

108,6264,0.704

109,5762,0.704

110,5265,0.704

111,5420,0.704

112,5265,0.704

113,4921,0.704

114,4728,0.704

115,5357,0.704

116,5325,0.704

117,5638,0.704

118,6135,0.704

119,5970,0.704

120,6350,0.704

121,5841,0.704

122,5341,0.704

123,4503,0.703

124,4712,0.703

125,4373,0.703

126,5022,0.703

127,5638,0.703

128,5357,0.703

129,5502,0.703

130,5518,0.703

131,5787,0.703

132,4626,0.703

133,4642,0.703

134,4620,0.703

135,4506,0.703

136,4364,0.703

137,3608,0.703

138,4117,0.703

139,4902,0.703

140,5003,0.703

141,4339,0.703

142,4699,0.703

143,4171,0.703

144,4168,0.703

145,4554,0.703

146,4231,0.703

147,4449,0.703

148,4345,0.703

149,3972,0.703

150,4677,0.703

151,3731,0.702

152,4497,0.702

153,4547,0.702

154,4370,0.702

155,3317,0.702

156,3118,0.702

157,3393,0.702

158,3096,0.702

159,3988,0.702

160,4310,0.702

161,4124,0.702

162,4977,0.702

163,4939,0.702

164,4924,0.702

165,4794,0.702

166,4225,0.702

167,4329,0.702

168,4370,0.702

169,5205,0.702

170,5177,0.702

171,6113,0.702

172,5575,0.702

173,5265,0.702

174,5227,0.702

175,4462,0.702

176,4367,0.702

177,4389,0.702

178,5281,0.702

179,5619,0.702

180,5265,0.702

181,5325,0.702

182,5309,0.702

183,5398,0.702

184,5072,0.702

185,4535,0.702

186,4288,0.702

187,3567,0.702

188,3203,0.702

189,3014,0.702

190,2985,0.702

191,2634,0.702

192,2786,0.702

193,3020,0.702

194,2988,0.702

195,3200,0.702

196,3596,0.702

197,4244,0.702

198,4329,0.702

199,2973,0.702

200,3096,0.702

201,3064,0.702

202,3131,0.702

203,3858,0.702

204,4212,0.702

205,4930,0.702

206,4516,0.702

207,4288,0.702

208,3811,0.702

209,3662,0.702

210,3728,0.702

211,4155,0.702

212,4528,0.702

213,4759,0.702

214,5237,0.702

215,5385,0.702

216,4582,0.702

217,3567,0.702

218,3570,0.702

219,3766,0.702

220,4693,0.702

221,4753,0.702

222,5246,0.702

223,5082,0.702

224,4766,0.702

225,4136,0.702

226,4630,0.702

227,5249,0.702

228,5657,0.702

229,5642,0.702

230,5449,0.702

231,5265,0.702

232,5088,0.702

233,4759,0.702

234,4573,0.702

235,5512,0.702

236,5607,0.702

237,5863,0.702

238,5436,0.702

239,4731,0.702

240,4506,0.702

241,4411,0.702

242,3763,0.702

243,3545,0.702

244,4503,0.702

245,5158,0.702

246,5515,0.702

247,5490,0.702

248,5202,0.702

249,4898,0.702

250,4927,0.702

251,4041,0.702

252,4196,0.702

253,4200,0.702

254,4519,0.702

255,4794,0.702

256,4712,0.702

257,5268,0.702

258,5635,0.702

259,5474,0.702

260,5642,0.702

261,4715,0.702

262,5050,0.702

263,4332,0.702

264,4323,0.702

265,3577,0.702

266,4449,0.702

267,4509,0.702

268,4690,0.702

269,4898,0.702

270,4256,0.702

271,4465,0.702

272,4516,0.702

273,5173,0.702

274,3909,0.702

275,3014,0.702

276,3330,0.702

277,3466,0.702

278,4471,0.702

279,4434,0.702

280,4747,0.702

281,4557,0.702

282,3760,0.702

283,4067,0.702

284,4851,0.702

285,5196,0.702

286,4952,0.702

287,5234,0.702

288,4174,0.702

289,4522,0.702

290,5651,0.702

291,5164,0.702

292,5164,0.702

293,4728,0.702

294,4057,0.702

295,4206,0.702

296,4516,0.702

297,4781,0.702

298,5047,0.702

299,4895,0.702

300,4848,0.702

301,5262,0.702

302,4298,0.702

303,3656,0.702

