Layer 1
Velocity0.033m/ns
Trace Nr,Amplitude , Depth  m
1,3060,0.590

2,3008,0.590

3,3192,0.590

4,2999,0.590

5,3036,0.590

6,2941,0.590

7,2950,0.590

8,3219,0.590

9,2972,0.590

10,2843,0.590

11,2665,0.590

12,2609,0.590

13,2838,0.590

14,2885,0.590

15,2931,0.590

16,3007,0.590

17,3198,0.590

18,2880,0.590

19,2903,0.590

20,2935,0.590

21,2948,0.590

22,3060,0.590

23,2767,0.590

24,2688,0.590

25,2456,0.590

26,2802,0.590

27,2707,0.590

28,2998,0.590

29,2991,0.590

30,3152,0.590

31,3005,0.590

32,2919,0.590

33,3187,0.590

34,2921,0.590

35,3080,0.590

36,2987,0.590

37,3239,0.590

38,2988,0.590

39,3100,0.590

40,3183,0.590

41,3017,0.590

42,2957,0.590

43,3020,0.590

44,3213,0.590

45,2953,0.590

46,3127,0.590

47,3070,0.590

48,3266,0.590

49,3224,0.590

50,3473,0.590

51,3227,0.590

52,3247,0.590

53,3153,0.590

54,3247,0.590

55,3004,0.590

56,3238,0.590

57,3190,0.590

58,3221,0.591

59,2886,0.591

60,2991,0.591

61,2979,0.591

62,3056,0.591

63,2998,0.591

64,3052,0.591

65,2944,0.591

66,3130,0.591

67,2924,0.591

68,2867,0.591

69,2790,0.591

70,2755,0.591

71,2790,0.591

72,2889,0.591

73,2646,0.591

74,2776,0.591

75,2587,0.591

76,2617,0.591

77,2655,0.591

78,2620,0.591

79,2560,0.591

80,2695,0.591

81,2489,0.591

82,2921,0.591

83,2560,0.591

84,2700,0.591

85,2529,0.591

86,2634,0.591

87,2716,0.591

88,2645,0.591

89,2695,0.591

90,2450,0.591

91,2602,0.591

92,2793,0.591

93,2776,0.591

94,2820,0.591

95,2600,0.591

96,2703,0.591

97,2670,0.591

98,2911,0.591

99,3013,0.591

100,2838,0.591

101,2917,0.591

102,3027,0.591

103,2876,0.591

104,3033,0.591

105,2482,0.591

106,2722,0.591

107,2385,0.591

108,2636,0.591

109,2687,0.591

110,2656,0.591

111,2564,0.591

112,2645,0.591

113,2746,0.591

114,2780,0.591

115,2787,0.591

116,2923,0.591

117,2645,0.591

118,2797,0.591

119,2688,0.591

120,2914,0.591

121,2605,0.591

122,2814,0.591

123,2697,0.591

124,2730,0.591

125,2697,0.591

126,2724,0.591

127,2496,0.591

128,2826,0.591

129,2737,0.591

