Layer 1
Velocity0.033m/ns
Trace Nr,Amplitude , Depth  m
1,2119,0.757

2,6957,0.757

3,3099,0.757

4,-1107,0.757

5,1613,0.757

6,9012,0.757

7,3573,0.757

8,-2625,0.757

9,2909,0.757

10,5439,0.757

11,4712,0.757

12,569,0.757

13,601,0.757

14,569,0.757

15,4111,0.757

16,1708,0.757

17,-1486,0.757

18,0,0.757

19,8380,0.757

20,-1360,0.757

21,-2688,0.757

22,6546,0.757

23,5502,0.757

24,-1423,0.757

25,-316,0.757

26,4174,0.757

27,9424,0.757

28,5850,0.757

29,-63,0.757

30,1455,0.757

31,1834,0.757

32,4048,0.757

33,5534,0.757

34,4775,0.757

35,-2245,0.757

36,569,0.757

37,11163,0.757

38,9392,0.757

39,5091,0.757

40,-854,0.757

41,601,0.757

42,7084,0.757

43,10183,0.757

44,4743,0.757

45,3510,0.757

46,1929,0.757

47,-3510,0.757

48,-1834,0.757

49,1486,0.757

50,4585,0.757

51,3573,0.757

52,6799,0.757

53,4617,0.757

54,3510,0.757

55,-3257,0.757

56,4680,0.757

57,3194,0.757

58,5660,0.757

59,3384,0.757

60,2530,0.757

61,7937,0.757

62,10372,0.757

63,6862,0.757

64,3384,0.757

65,4585,0.757

66,6293,0.757

67,9012,0.757

68,6989,0.757

69,5123,0.757

70,4396,0.757

71,-2435,0.757

72,-1075,0.757

73,-1739,0.757

74,5407,0.757

75,6103,0.757

76,5850,0.757

77,3731,0.757

78,759,0.757

79,822,0.757

80,-158,0.757

81,664,0.757

82,1992,0.757

83,8696,0.757

84,6198,0.757

85,6767,0.757

86,4965,0.757

87,4490,0.757

88,4965,0.757

89,-791,0.757

90,569,0.757

91,5471,0.757

92,4459,0.757

93,5439,0.757

94,3289,0.757

95,-3257,0.757

96,-95,0.757

97,-2372,0.757

98,-1708,0.757

99,2087,0.757

100,4111,0.757

101,4396,0.757

102,5186,0.757

103,791,0.757

104,-1138,0.757

105,5692,0.757

106,3099,0.757

107,5281,0.757

108,-158,0.757

109,2087,0.757

110,6293,0.757

111,9677,0.757

112,-32,0.757

113,126,0.757

114,5344,0.757

115,2846,0.757

