Layer 1
Velocity0.033m/ns
Trace Nr,Amplitude , Depth  m
2,1771,0.906

3,5882,0.906

4,-221,0.906

5,-2087,0.907

6,-1486,0.907

7,-4680,0.907

8,-2214,0.907

9,2087,0.907

10,-6957,0.908

11,-1233,0.908

12,2625,0.908

13,4490,0.908

14,1075,0.908

15,3921,0.908

16,-253,0.909

17,2277,0.909

18,-7020,0.909

19,1897,0.909

20,-7052,0.909

21,949,0.910

22,-4933,0.910

23,-158,0.910

24,-3384,0.910

25,2277,0.910

26,-4617,0.910

27,2498,0.911

28,158,0.911

29,3257,0.911

30,-4870,0.911

31,-2214,0.911

32,-2751,0.912

33,-1328,0.912

34,4396,0.912

35,-4301,0.912

36,7621,0.912

37,917,0.912

38,-7020,0.913

39,5155,0.913

40,-6989,0.913

41,5091,0.913

42,8001,0.913

43,-4807,0.914

44,1644,0.914

45,-1550,0.914

46,3289,0.914

47,5439,0.914

48,-1360,0.915

49,5819,0.915

50,-3257,0.915

51,9677,0.915

52,-4680,0.915

53,2055,0.915

54,-4554,0.916

55,6103,0.916

56,7589,0.916

57,5313,0.916

58,1708,0.916

59,-4807,0.917

60,5407,0.917

61,-2277,0.917

62,-348,0.917

63,-6989,0.917

64,63,0.917

65,4237,0.918

66,1771,0.918

67,1834,0.918

68,3384,0.918

69,2150,0.918

70,-1802,0.919

71,-1992,0.919

72,-4807,0.919

73,2372,0.919

74,-3257,0.919

75,3858,0.919

76,-3099,0.920

77,2119,0.920

78,-5091,0.920

79,4332,0.920

80,-2688,0.920

81,-2277,0.921

82,3162,0.921

83,-7242,0.921

84,-3004,0.921

85,-2150,0.921

86,-569,0.921

87,-4554,0.922

88,3795,0.922

89,5091,0.922

90,1012,0.922

91,2688,0.922

92,-8127,0.923

93,3921,0.923

94,6356,0.923

95,-4396,0.923

96,-2467,0.923

97,2561,0.924

98,7431,0.924

99,-4996,0.924

100,7526,0.924

101,1107,0.924

102,4301,0.924

103,2277,0.925

104,-5218,0.925

105,5249,0.925

106,63,0.925

107,1897,0.925

108,-1138,0.926

109,1518,0.926

110,-1518,0.926

111,2087,0.926

112,3131,0.926

113,4680,0.926

114,-4617,0.927

115,-7115,0.927

116,-4902,0.927

117,1676,0.927

118,2593,0.927

119,2561,0.928

120,3984,0.928

121,4838,0.928

122,-601,0.928

123,-2435,0.928

124,917,0.928

125,-4364,0.929

126,-4174,0.929

127,5376,0.929

128,4902,0.929

129,2688,0.929

130,791,0.930

131,1518,0.930

132,1676,0.930

133,-3194,0.930

134,-3131,0.930

135,1486,0.930

136,4775,0.931

137,-3510,0.931

138,2024,0.931

139,-6989,0.931

140,3226,0.931

141,1581,0.932

142,-2878,0.932

143,-4838,0.932

144,-4775,0.932

145,2055,0.932

146,-7052,0.933

147,-158,0.933

148,-917,0.933

149,6831,0.933

150,-5249,0.933

151,-4332,0.933

152,411,0.934

153,-1676,0.934

154,-253,0.934

155,1297,0.934

156,-3510,0.934

157,-1613,0.935

158,2435,0.935

159,2119,0.935

160,63,0.935

161,5471,0.935

162,-1550,0.935

163,-3067,0.936

164,6419,0.936

165,-3257,0.936

166,3131,0.936

167,6072,0.936

168,-4712,0.937

169,-1708,0.937

170,1455,0.937

171,-696,0.937

172,-2150,0.937

173,-7052,0.937

174,5471,0.938

175,-3858,0.938

176,4459,0.938

177,-1391,0.938

178,63,0.938

179,1044,0.939

180,4838,0.939

181,0,0.939

182,-4143,0.939

183,885,0.939

184,-5376,0.939

185,1486,0.940

186,-3510,0.940

187,4649,0.940

188,949,0.940

189,-8854,0.940

190,3004,0.941

191,-6293,0.941

192,4111,0.941

193,-5249,0.941

194,2783,0.941

195,822,0.942

196,-2150,0.942

197,-2308,0.942

198,-2656,0.942

199,-6103,0.942

200,-4585,0.942

201,3226,0.943

202,-5471,0.943

203,3289,0.943

204,-2119,0.943

205,3668,0.943

206,-8032,0.944

207,-2909,0.944

208,2403,0.944

209,3289,0.944

210,1929,0.944

211,4585,0.944

212,-126,0.945

213,2055,0.945

214,3858,0.945

215,-63,0.945

216,5344,0.945

217,-2941,0.946

218,4870,0.946

219,-2720,0.946

220,8696,0.946

221,5028,0.946

222,1012,0.946

223,7811,0.947

224,1581,0.947

225,4680,0.947

226,1739,0.947

227,3352,0.947

228,-32,0.948

229,3131,0.948

230,3921,0.948

231,9487,0.948

232,4775,0.948

233,-4364,0.948

234,9518,0.949

235,-3067,0.949

236,2751,0.949

237,-3795,0.949

238,1044,0.949

239,-8949,0.950

240,1802,0.950

241,-6166,0.950

242,6261,0.950

243,-1802,0.950

244,1328,0.950

245,3226,0.951

246,1581,0.951

247,-4585,0.951

248,3890,0.951

249,-4902,0.951

250,3099,0.952

251,-2150,0.952

252,7242,0.952

253,-1518,0.952

254,-3099,0.952

255,-2182,0.953

256,-4237,0.953

257,601,0.953

258,-4364,0.953

259,7495,0.953

260,3162,0.953

261,-6166,0.954

262,4427,0.954

263,-1771,0.954

264,5060,0.954

265,-6894,0.954

266,2846,0.955

267,4301,0.955

268,-4585,0.955

269,158,0.955

270,-1297,0.955

271,-2372,0.955

272,3289,0.956

273,-4870,0.956

274,4649,0.956

275,2308,0.956

276,3131,0.956

277,-1929,0.957

278,2024,0.957

279,-411,0.957

280,1929,0.957

281,-348,0.957

282,2214,0.957

283,4870,0.958

284,-2277,0.958

285,4996,0.958

286,-3036,0.958

287,4396,0.958

288,-4585,0.959

289,1075,0.959

290,-4680,0.959

291,-1328,0.959

292,95,0.959

293,-1866,0.959

294,-1423,0.960

295,-4743,0.960

296,1897,0.960

297,-4902,0.960

298,1486,0.960

299,-980,0.961

300,-474,0.961

301,-1297,0.961

302,-6166,0.961

303,-2751,0.961

304,-6831,0.962

305,-1771,0.962

306,6103,0.962

307,-1834,0.962

308,-2467,0.962

309,-6989,0.962

310,5376,0.963

311,-1328,0.963

312,1802,0.963

313,1771,0.963

314,-4617,0.963

315,854,0.964

316,-3099,0.964

317,-95,0.964

318,1961,0.964

319,1265,0.964

320,-5281,0.964

321,3795,0.965

322,-2308,0.965

323,-7084,0.965

324,-316,0.965

325,-2846,0.965

326,-411,0.966

327,2277,0.966

328,1961,0.966

329,3984,0.966

330,2340,0.966

331,-4870,0.966

332,-538,0.967

333,-9202,0.967

334,2150,0.967

335,126,0.967

336,2245,0.967

337,1107,0.968

338,-5249,0.968

339,7811,0.968

340,-411,0.968

341,2561,0.968

342,-2435,0.968

343,5692,0.969

344,-4870,0.969

345,4237,0.969

346,-3700,0.969

347,3921,0.969

348,32,0.970

349,-6483,0.970

350,-1676,0.970

351,-158,0.970

352,8696,0.970

353,5091,0.971

354,-6957,0.971

355,538,0.971

356,-3605,0.971

357,-1550,0.971

358,3194,0.971

359,-4680,0.972

360,2783,0.972

361,-190,0.972

362,-4743,0.972

363,32,0.972

364,3858,0.973

365,6388,0.973

366,-1550,0.973

367,4680,0.973

368,-2245,0.973

369,-1455,0.973

370,632,0.974

