Layer 1
Velocity0.033m/ns
Trace Nr,Amplitude , Depth  m
1,6824,0.605

2,6065,0.605

3,6679,0.605

4,7077,0.605

5,7555,0.606

6,7166,0.606

7,8345,0.606

8,7861,0.606

9,7877,0.606

10,7694,0.606

11,8124,0.607

12,9066,0.607

13,9000,0.607

14,8832,0.607

15,9291,0.607

16,8478,0.607

17,8358,0.608

18,8076,0.608

19,8402,0.608

20,7827,0.608

21,7542,0.608

22,7507,0.608

23,7805,0.609

24,8393,0.609

25,8427,0.609

26,8567,0.609

27,8440,0.609

28,7646,0.609

29,7128,0.610

30,6777,0.610

31,6963,0.610

32,6948,0.610

33,6891,0.610

34,7545,0.610

35,7782,0.611

36,7684,0.611

37,7197,0.611

38,6097,0.611

39,6438,0.611

40,6435,0.611

41,6676,0.612

42,6593,0.612

43,7213,0.612

44,6701,0.612

45,6486,0.612

46,5936,0.612

47,5528,0.613

48,5698,0.613

49,6021,0.613

50,6173,0.613

51,6024,0.613

52,5711,0.613

53,5474,0.614

54,5781,0.614

55,5455,0.614

56,5683,0.614

57,4380,0.614

58,5019,0.614

59,5000,0.615

60,5430,0.615

61,6018,0.615

62,5502,0.615

63,5395,0.615

64,5341,0.615

65,4497,0.616

66,4405,0.616

67,5281,0.616

68,4924,0.616

69,5654,0.616

70,5970,0.616

71,4800,0.617

72,5006,0.617

73,4822,0.617

74,4977,0.617

75,5294,0.617

76,5284,0.617

77,5936,0.618

78,5509,0.618

79,5781,0.618

80,5708,0.618

81,6331,0.618

82,6461,0.619

83,5572,0.619

84,5585,0.619

85,5819,0.619

86,6277,0.618

87,5056,0.618

88,4990,0.617

89,2457,0.616

90,3270,0.615

91,4060,0.615

92,2498,0.613

93,3358,0.613

94,4800,0.613

95,4544,0.613

96,4775,0.613

97,4838,0.613

98,5034,0.613

99,4981,0.613

100,4750,0.613

101,4677,0.613

102,4335,0.613

103,4272,0.613

104,3738,0.613

105,3267,0.613

