Layer 1
Velocity0.033m/ns
Trace Nr,Amplitude , Depth  m
1,6514,0.708

2,6230,0.708

3,13282,0.708

4,5724,0.708

5,6230,0.708

6,9582,0.708

7,5123,0.708

8,4269,0.708

9,10246,0.708

10,7653,0.708

11,3763,0.708

12,8443,0.708

13,7495,0.708

14,5186,0.708

15,2783,0.708

16,5218,0.708

17,7589,0.708

18,7242,0.708

19,5597,0.708

20,11890,0.708

21,7558,0.708

22,5724,0.708

23,8380,0.708

24,10088,0.708

25,5787,0.708

26,-443,0.708

27,5471,0.708

28,11511,0.708

29,6388,0.708

30,3858,0.708

31,6356,0.708

32,12554,0.708

33,2720,0.708

34,10277,0.708

35,5471,0.708

36,-63,0.708

37,7621,0.708

38,1708,0.708

39,5313,0.708

40,11732,0.708

41,2245,0.708

42,8760,0.708

43,11226,0.708

44,3795,0.708

45,14325,0.708

46,10056,0.708

47,6672,0.708

48,6736,0.708

49,13345,0.708

50,10024,0.708

51,7558,0.708

52,5850,0.708

53,3131,0.708

54,4079,0.708

55,11732,0.708

56,6672,0.708

57,6293,0.708

58,6831,0.708

59,7621,0.708

60,2814,0.708

61,5534,0.708

62,11194,0.708

63,11574,0.708

64,3384,0.708

65,5945,0.708

66,11384,0.708

67,10277,0.708

68,4996,0.708

69,3447,0.708

70,8412,0.708

71,6894,0.708

72,5534,0.708

73,4965,0.708

74,4396,0.708

75,11194,0.708

76,9329,0.708

77,6767,0.708

78,3036,0.708

79,5597,0.708

80,7400,0.708

81,7368,0.708

82,6356,0.708

83,12080,0.708

84,5597,0.708

85,4016,0.708

86,11732,0.708

87,7368,0.708

88,6925,0.708

89,2625,0.708

90,13187,0.708

91,11795,0.708

92,5629,0.708

93,6356,0.708

94,6293,0.708

95,2372,0.708

96,5629,0.708

97,8001,0.708

98,11922,0.708

99,2498,0.708

100,2878,0.708

101,7969,0.708

102,6957,0.708

103,5376,0.708

104,1044,0.708

105,4459,0.708

106,9487,0.708

107,3289,0.708

108,4396,0.708

109,8538,0.707

110,-285,0.707

111,5850,0.707

112,14610,0.707

113,7147,0.707

114,10341,0.707

115,13566,0.707

116,15021,0.707

117,7779,0.707

118,6641,0.707

119,9265,0.707

120,5249,0.707

121,5439,0.707

122,10341,0.707

123,11922,0.707

124,7052,0.707

125,6704,0.707

126,5534,0.707

127,2656,0.707

128,4301,0.707

129,6135,0.707

130,2024,0.707

131,3763,0.707

132,7115,0.707

133,5155,0.707

134,3099,0.707

135,7495,0.707

136,3384,0.707

137,6388,0.707

138,7210,0.707

139,7969,0.707

140,4206,0.707

141,6578,0.707

142,7842,0.707

143,4680,0.707

144,2403,0.707

145,9234,0.707

146,12080,0.707

147,10372,0.707

148,5502,0.707

149,8222,0.707

150,8570,0.707

151,7526,0.707

152,9708,0.707

153,5534,0.707

154,7178,0.707

155,4364,0.707

156,10404,0.707

157,11827,0.707

158,7052,0.707

159,6546,0.707

160,7115,0.707

161,9771,0.707

162,6135,0.707

163,5123,0.707

164,4522,0.707

165,7811,0.707

166,11194,0.707

167,11100,0.707

168,4870,0.707

169,2214,0.707

170,3542,0.707

171,7906,0.707

172,9329,0.707

173,4902,0.707

174,1138,0.707

175,1328,0.707

176,6040,0.707

177,11985,0.707

178,7178,0.707

179,4427,0.707

180,2941,0.707

181,5471,0.707

182,7969,0.707

183,6957,0.707

184,6451,0.707

185,4143,0.707

186,4111,0.707

187,5913,0.707

188,11005,0.707

189,7653,0.707

190,4902,0.707

191,-221,0.707

192,13345,0.707

193,9993,0.707

194,4933,0.707

195,3953,0.707

196,4206,0.707

197,7495,0.707

198,1138,0.707

199,3510,0.707

200,7937,0.707

201,6356,0.707

202,3415,0.707

203,5407,0.707

204,3795,0.707

205,3795,0.707

206,7084,0.707

207,10024,0.707

208,4902,0.707

209,3921,0.707

210,11795,0.707

211,6451,0.707

212,2055,0.707

213,3352,0.707

214,5755,0.707

215,5186,0.707

216,3510,0.707

217,7874,0.707

218,10024,0.707

219,2593,0.707

220,8791,0.707

221,12776,0.707

222,5281,0.707

223,5502,0.707

224,7115,0.707

225,6799,0.707

226,6451,0.707

227,5186,0.707

228,3858,0.707

229,6040,0.707

230,2119,0.707

231,2372,0.707

232,4174,0.707

233,11194,0.707

234,5566,0.707

235,2245,0.707

236,4111,0.707

237,6166,0.707

238,11985,0.707

239,6767,0.707

240,3858,0.707

241,8507,0.707

242,11985,0.707

243,7621,0.707

244,9202,0.707

245,10183,0.707

246,12080,0.707

247,6008,0.707

248,6831,0.707

249,10246,0.707

250,10246,0.707

251,5819,0.707

252,4048,0.707

253,6135,0.707

254,11732,0.707

255,14230,0.707

256,5186,0.707

257,10341,0.707

258,15052,0.707

259,7684,0.707

260,7937,0.707

261,11985,0.707

262,9234,0.707

263,3984,0.707

264,1107,0.707

265,7178,0.707

266,10404,0.707

267,10941,0.707

268,8475,0.707

269,1486,0.707

270,7305,0.707

271,5945,0.707

272,6325,0.707

273,3542,0.707

274,7273,0.707

275,8254,0.707

276,5977,0.707

277,474,0.707

278,8285,0.707

279,13250,0.707

280,8348,0.707

281,1233,0.707

282,6894,0.707

283,5945,0.707

284,8095,0.707

285,6230,0.707

286,4870,0.707

287,13629,0.707

288,8412,0.707

289,3637,0.707

290,3637,0.707

291,8064,0.707

292,6103,0.707

293,1518,0.707

294,1107,0.707

295,12333,0.707

296,8380,0.707

297,3573,0.707

298,10372,0.707

299,8064,0.707

300,1929,0.707

301,1391,0.707

302,696,0.707

303,6483,0.707

304,5945,0.707

305,2277,0.707

306,-1613,0.707

307,1455,0.707

308,12301,0.707

309,15400,0.707

310,6325,0.707

311,601,0.707

312,12301,0.707

313,8538,0.707

314,4965,0.707

315,8380,0.707

316,13724,0.707

317,5945,0.707

318,1676,0.707

319,6072,0.707

320,12301,0.707

321,6230,0.707

322,6894,0.707

323,8254,0.707

324,8064,0.707

325,2150,0.707

326,14863,0.707

327,13282,0.707

328,6325,0.707

329,6040,0.707

330,8064,0.707

331,5882,0.707

332,-949,0.707

333,917,0.707

334,11353,0.707

335,1644,0.707

336,8380,0.707

337,1708,0.707

338,6862,0.707

339,2150,0.707

340,10530,0.707

341,10941,0.707

342,6799,0.707

343,9044,0.707

344,4048,0.707

345,10341,0.707

346,6483,0.707

347,3763,0.707

348,8095,0.707

349,7684,0.707

350,7273,0.707

351,13250,0.707

352,3953,0.707

353,10088,0.707

354,9012,0.707

355,3921,0.707

356,8507,0.707

357,12523,0.707

358,3194,0.707

359,3162,0.707

360,12270,0.707

361,3921,0.707

362,4111,0.706

363,8285,0.706

364,6356,0.706

365,980,0.706

366,5692,0.706

367,7842,0.706

368,601,0.706

369,6578,0.706

370,7748,0.706

371,6072,0.706

372,2751,0.706

373,8981,0.706

374,5913,0.706

375,9202,0.706

376,7589,0.706

377,2245,0.706

378,2878,0.706

379,8032,0.706

380,1613,0.706

381,1044,0.706

382,9265,0.706

383,5882,0.706

384,11447,0.706

385,3921,0.706

386,3826,0.706

387,8064,0.706

388,11131,0.706

389,4111,0.706

390,13376,0.706

391,8728,0.706

392,3573,0.706

393,5028,0.706

394,4459,0.706

395,4807,0.706

396,379,0.706

397,10341,0.706

398,6325,0.706

399,4016,0.706

400,8001,0.706

401,5945,0.706

402,3921,0.706

403,6325,0.706

404,3605,0.706

405,8285,0.706

406,3668,0.706

407,5787,0.706

408,10341,0.706

409,696,0.706

410,5376,0.706

411,5977,0.706

412,2688,0.706

413,6799,0.706

414,8949,0.706

415,10562,0.706

416,11416,0.706

417,6894,0.706

418,1708,0.706

419,1455,0.706

420,10277,0.706

421,11258,0.706

422,8886,0.706

423,6356,0.706

424,4965,0.706

425,12365,0.706

426,13471,0.706

427,13345,0.706

428,8001,0.706

429,3573,0.706

430,7052,0.706

431,12428,0.706

432,5060,0.706

433,5502,0.706

434,8064,0.706

435,7874,0.706

436,5977,0.706

437,6230,0.706

438,8064,0.706

439,7779,0.706

440,2214,0.706

441,5186,0.706

442,10847,0.706

443,6230,0.706

444,1233,0.706

445,8064,0.706

446,5977,0.706

447,1138,0.706

448,6799,0.706

449,9107,0.706

450,5913,0.706

451,3605,0.706

452,3605,0.706

453,12586,0.706

454,8127,0.706

455,1897,0.706

456,9645,0.706

457,9076,0.706

458,8064,0.706

459,1929,0.706

460,2561,0.706

461,8001,0.706

462,5186,0.706

463,5913,0.706

464,2467,0.706

465,6957,0.706

466,8317,0.706

467,9582,0.706

468,6230,0.706

469,601,0.706

470,8127,0.706

471,9202,0.706

472,5913,0.706

473,4807,0.706

474,10720,0.706

475,10815,0.706

476,5945,0.706

477,3510,0.706

478,7874,0.706

479,9297,0.706

480,6103,0.706

481,4237,0.706

482,10562,0.706

483,13440,0.706

484,3763,0.706

485,8380,0.706

486,12333,0.706

487,8475,0.706

488,4079,0.706

489,10404,0.706

490,11922,0.706

491,8823,0.706

492,4237,0.706

493,9076,0.706

494,6008,0.706

495,1360,0.706

496,12270,0.706

497,10436,0.706

498,8317,0.706

499,8443,0.706

500,2720,0.706

501,3637,0.706

502,10277,0.706

503,8095,0.706

504,4079,0.706

505,3573,0.706

