Layer 1
Velocity0.033m/ns
Trace Nr,Amplitude , Depth  m
1,-840,0.491

2,1400,0.492

3,610,0.492

4,800,0.492

5,-750,0.493

6,-400,0.493

7,-1610,0.493

8,380,0.494

9,1100,0.494

10,1260,0.494

11,-1960,0.495

12,-2230,0.495

13,170,0.496

14,1800,0.496

15,90,0.496

16,-1170,0.497

17,-1190,0.497

18,-870,0.497

19,350,0.498

20,1580,0.498

21,740,0.498

22,590,0.499

23,120,0.499

24,-1690,0.500

25,1540,0.500

26,430,0.500

27,1930,0.501

28,90,0.501

29,-1400,0.501

30,150,0.502

31,260,0.502

32,1290,0.502

33,580,0.503

34,140,0.503

35,-1570,0.504

36,-1490,0.504

37,810,0.504

38,-210,0.505

39,-640,0.505

40,-470,0.505

41,350,0.506

42,1920,0.506

43,-1190,0.506

44,-560,0.507

45,690,0.507

46,520,0.508

47,-80,0.508

48,-1730,0.508

49,550,0.509

50,190,0.509

51,-960,0.509

52,290,0.510

53,-100,0.510

54,-1610,0.510

55,720,0.511

56,2310,0.511

57,-900,0.512

58,-1230,0.512

59,740,0.512

60,910,0.513

61,50,0.513

62,-1670,0.513

63,1080,0.514

64,570,0.514

65,-2460,0.514

66,1130,0.515

67,730,0.515

68,470,0.515

69,-860,0.516

70,-730,0.516

71,660,0.517

72,-160,0.517

73,330,0.517

74,-2040,0.518

75,860,0.518

76,200,0.518

77,-1530,0.519

78,-510,0.519

79,740,0.519

80,-630,0.520

81,-520,0.520

82,1930,0.521

83,-760,0.521

84,-840,0.521

85,450,0.522

86,40,0.522

87,-2330,0.522

88,360,0.523

89,300,0.523

90,210,0.523

91,-1510,0.524

92,800,0.524

93,-30,0.525

94,-1510,0.525

95,480,0.525

96,390,0.526

97,950,0.526

98,190,0.526

99,-950,0.527

100,-60,0.527

101,1640,0.527

102,-530,0.528

103,-540,0.528

104,770,0.529

105,-650,0.529

106,-1870,0.529

107,270,0.530

108,1510,0.530

109,-1400,0.530

110,-20,0.531

111,1070,0.531

112,90,0.531

113,-1210,0.532

114,-520,0.532

115,610,0.533

116,-1990,0.533

117,720,0.533

118,350,0.534

119,-110,0.534

120,450,0.534

121,590,0.535

122,-1680,0.535

123,-770,0.535

124,770,0.536

125,-1480,0.536

126,710,0.537

127,210,0.537

128,-1410,0.537

129,1790,0.538

130,170,0.538

131,990,0.538

132,370,0.539

133,650,0.539

134,-1430,0.539

135,230,0.540

136,-90,0.540

137,-3050,0.540

138,1460,0.541

139,1220,0.541

140,-590,0.542

141,140,0.542

142,1410,0.542

143,-1660,0.543

144,0,0.543

145,-120,0.543

146,90,0.544

147,-1190,0.544

148,790,0.544

149,-910,0.545

150,-1440,0.545

151,660,0.546

152,1430,0.546

153,-1080,0.546

154,950,0.547

155,60,0.547

156,-20,0.547

157,-80,0.548

158,1630,0.548

159,-2000,0.548

160,-950,0.549

161,1610,0.549

162,-950,0.550

163,-1540,0.550

164,340,0.550

165,-1200,0.551

166,880,0.551

167,-130,0.551

168,-1000,0.552

169,-840,0.552

170,690,0.552

171,-40,0.553

172,-530,0.553

173,730,0.554

174,-110,0.554

175,-2320,0.554

176,770,0.555

177,-1190,0.555

178,960,0.555

179,380,0.556

180,-840,0.556

181,-870,0.556

182,1660,0.557

