Layer 1
Velocity0.033m/ns
Trace Nr,Amplitude , Depth  m
1,3890,0.689

2,7052,0.689

3,8222,0.689

4,2783,0.689

5,6040,0.689

6,4965,0.689

7,5218,0.689

8,10878,0.689

9,6546,0.689

10,5091,0.689

11,-664,0.689

12,1233,0.689

13,8222,0.689

14,3795,0.689

15,7368,0.689

16,1739,0.689

17,10720,0.689

18,8380,0.689

19,1613,0.689

20,1328,0.689

21,4996,0.689

22,2561,0.689

23,7210,0.689

24,8507,0.689

25,4143,0.689

26,13756,0.689

27,3826,0.689

28,253,0.689

29,7020,0.689

30,12206,0.689

31,7937,0.689

32,2182,0.689

33,5913,0.689

34,8285,0.689

35,3795,0.689

36,8254,0.689

37,6325,0.689

38,7621,0.689

39,8475,0.689

40,1676,0.689

41,7084,0.689

42,10341,0.689

43,1550,0.689

44,10499,0.689

45,8601,0.689

46,3826,0.689

47,3826,0.689

48,9329,0.689

49,3795,0.689

50,3763,0.689

51,8317,0.689

52,-1550,0.689

53,4143,0.689

54,12617,0.689

55,4048,0.689

56,1739,0.689

57,7716,0.689

58,2530,0.689

59,63,0.689

60,4143,0.689

61,10341,0.689

62,3953,0.689

63,8317,0.689

64,4048,0.689

65,7368,0.689

66,7874,0.689

67,1170,0.689

68,3826,0.689

69,10467,0.689

70,6514,0.689

71,3605,0.689

72,10024,0.689

73,5945,0.689

74,1613,0.689

75,13756,0.689

76,8222,0.689

77,2214,0.689

78,-2720,0.689

79,7052,0.689

80,3573,0.689

81,3731,0.689

82,7368,0.689

83,-696,0.689

84,3890,0.689

85,10436,0.689

86,1961,0.689

87,2909,0.689

88,10404,0.689

89,-632,0.689

90,4016,0.689

91,6578,0.689

92,3826,0.689

93,3700,0.689

94,5913,0.689

95,6356,0.689

96,3826,0.689

97,8507,0.689

98,13693,0.689

99,1550,0.689

100,3731,0.689

101,13408,0.689

102,3731,0.689

103,6293,0.689

104,8190,0.689

105,1170,0.689

106,8348,0.689

107,4111,0.689

108,1739,0.689

109,5913,0.689

110,2119,0.689

111,7273,0.689

