Layer 1
Velocity0.033m/ns
Trace Nr, Depth  m
3403,0.607

3415,0.607

3427,0.609

3438,0.611

3462,0.613

3485,0.613

3496,0.613

3508,0.613

3520,0.613

3543,0.613

3555,0.613

3566,0.607

3578,0.607

3589,0.607

3613,0.607

3624,0.609

3636,0.613

3648,0.615

3659,0.617

3671,0.617

3694,0.617

3706,0.617

3717,0.617

3741,0.617

3752,0.617

3764,0.617

3775,0.617

3810,0.617

3822,0.617

3833,0.617

3845,0.617

3868,0.617

3880,0.617

3892,0.617

3903,0.617

3926,0.617

3938,0.617

3950,0.617

3961,0.617

3973,0.621

4008,0.625

4019,0.625

4031,0.627

4043,0.629

4054,0.632

4066,0.636

4089,0.638

4101,0.642

4124,0.642

4136,0.644

4147,0.648

4159,0.650

4170,0.650

4182,0.654

4194,0.654

4205,0.656

4217,0.663

4229,0.665

4252,0.667

4263,0.669

4275,0.671

4287,0.673

4298,0.675

4310,0.675

4333,0.675

4345,0.675

4368,0.675

4380,0.675

4391,0.675

4403,0.675

4415,0.677

4426,0.681

4449,0.681

4461,0.685

4473,0.687

4484,0.689

4496,0.691

4519,0.693

4531,0.693

4554,0.698

4577,0.698

4589,0.700

4624,0.706

4670,0.708

4693,0.710

4717,0.710

4740,0.714

4752,0.716

4786,0.716

4798,0.720

4821,0.722

4833,0.722

4845,0.722

4856,0.724

4868,0.727

4879,0.731

4903,0.733

4914,0.735

4942,0.731

4961,0.751

4972,0.753

4977,0.747

4984,0.764

4989,0.751

4996,0.768

5007,0.797

5019,0.790

5024,0.778

5030,0.795

5035,0.784

5042,0.799

5054,0.801

5065,0.815

5077,0.817

5089,0.819

5112,0.826

5123,0.832

5135,0.832

5158,0.836

5170,0.838

5193,0.838

5228,0.846

5233,0.846

5240,0.838

5251,0.850

5298,0.861

5321,0.871

5333,0.879

5344,0.896

5367,0.908

5379,0.931

5402,0.933

5449,0.933

5460,0.939

5472,0.949

5495,0.951

5507,0.956

5530,0.956

5542,0.956

5565,0.956

5588,0.958

5612,0.964

5646,0.968

5670,0.976

5681,0.976

5693,0.976

5716,0.976

5763,0.968

5821,0.958

5856,0.956

5867,0.949

5890,0.937

5902,0.931

5914,0.923

5937,0.912

5949,0.910

5972,0.902

5995,0.892

6018,0.890

6030,0.890

6076,0.865

6088,0.863

6100,0.861

6111,0.832

6123,0.877

6134,0.826

6146,0.821

6158,0.817

6181,0.815

6193,0.811

6204,0.813

6216,0.809

6227,0.805

6239,0.803

6262,0.801

6274,0.803

6286,0.795

6297,0.801

6309,0.788

6320,0.782

6332,0.795

6344,0.776

6355,0.774

6367,0.772

6379,0.766

6390,0.766

6402,0.782

6413,0.757

6425,0.755

6437,0.753

6448,0.760

6460,0.745

6471,0.739

6483,0.739

6495,0.733

6506,0.733

6518,0.720

6528,0.722

6530,0.706

6541,0.691

6551,0.704

6564,0.679

6611,0.673

6623,0.679

6633,0.679

6634,0.679

6646,0.679

6657,0.675

6667,0.679

6669,0.683

6691,0.679

6692,0.687

6704,0.687

6716,0.685

6739,0.677

6750,0.677

6762,0.677

6774,0.675

6785,0.673

6808,0.665

6820,0.660

6843,0.658

6855,0.656

6867,0.656

6878,0.656

6890,0.673

6901,0.673

6925,0.673

6936,0.671

6948,0.667

6960,0.667

6971,0.663

6983,0.658

7006,0.656

7018,0.642

7029,0.642

7041,0.640

7064,0.636

7076,0.636

7099,0.629

7111,0.627

7134,0.627

